subject	world	path	squaretype	chosenPath	chosenSquareType	rt
S727474	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	1769
S727474	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	G	3517
S737098	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	2102
S737098	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	1344
S737098	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);	D	3680
S737098	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	1208
S737098	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	G	952
S738760	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1546
S738760	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	749
S738760	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	3259
S738760	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	O	1253
S738760	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	688
S738760	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	G	353
S748157	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	967
S748157	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	513
S748157	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);	D	3191
S748157	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	342
S748157	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	G	536
S74893	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1136
S74893	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	800
S74893	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);	D	1960
S74893	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	G	1328
S75262	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1503
S75262	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	953
S75262	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	1743
S75262	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	O	1195
S75262	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	D	1263
S75262	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	775
S75262	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	G	628
S76694	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1913
S76694	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	1568
S76694	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);	D	5378
S76694	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	1131
S76694	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	G	1156
S767416	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1942
S767416	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	597
S767416	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	978
S767416	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	O	1748
S767416	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	757
S767416	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	940
S767416	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	G	747
S769114	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1281
S769114	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	1018
S769114	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	1195
S769114	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	D	1651
S769114	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	1382
S769114	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	G	1081
S771420	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1316
S771420	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	490
S771420	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	1398
S771420	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	O	1380
S771420	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	1852
S771420	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	G	1153
S773407	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1797
S773407	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	584
S773407	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	1560
S773407	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	O	500
S773407	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	D	605
S773407	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	631
S773407	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	G	977
S776069	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1593
S776069	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	503
S776069	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);	D	1776
S776069	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	464
S776069	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	G	3208
S781012	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1410
S781012	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	2003
S781012	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	1660
S781012	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	O	1644
S781012	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	D	882
S781012	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	G	1884
S78642	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1230
S78642	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	984
S78642	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);	D	3321
S78642	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	G	3463
S795207	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1488
S795207	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	822
S795207	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	2227
S795207	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	D	788
S795207	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	G	2430
S818256	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1471
S818256	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	504
S818256	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	641
S818256	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	O	861
S818256	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	D	657
S818256	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	529
S818256	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	G	576
S826168	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1618
S826168	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	702
S826168	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);	D	7839
S826168	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	G	845
S852951	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1352
S852951	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	762
S852951	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	2486
S852951	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	O	596
S852951	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	D	682
S852951	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	950
S852951	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	G	974
S854503	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1347
S854503	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	359
S854503	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	1553
S854503	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	1693
S854503	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	1828
S854503	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);p(5,3);p(5,2);p(6,2);p(7,2);	G	1113
S858712	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1928
S858712	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	561
S858712	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	1435
S858712	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	1993
S858712	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	G	561
S882638	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1442
S882638	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	912
S882638	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	1412
S882638	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	O	872
S882638	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	627
S882638	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(6,2);p(7,2);	G	857
S890803	garden	p(0,0);	X	p(0,0);p(0,1);p(0,2);	O	1267
S890803	garden	p(0,0);p(0,1);p(0,2);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	1704
S890803	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	944
S890803	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	O	1530
S890803	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);	O	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(3,2);p(4,2);p(5,2);	D	600
