subject	world	path	squaretype	nodeName	availableChildName	nodeValue	chosen
S852951	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	TRUE
S852951	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	FALSE
S852951	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S852951	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N1078752	16.5	TRUE
S852951	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N4938213	15.166667	FALSE
S854503	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S854503	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S854503	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	TRUE
S854503	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	FALSE
S854503	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S854503	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N8407469	16.571428	TRUE
S854503	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N4592326	14.857143	FALSE
S858712	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S858712	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S858712	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	TRUE
S858712	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	FALSE
S858712	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S858712	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N4938213	15.166667	TRUE
S858712	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N1078752	16.5	FALSE
S858712	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);	O	N5316967	N8407469	16.571428	TRUE
S858712	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);	O	N5316967	N4592326	14.857143	FALSE
S882638	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S882638	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S882638	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	TRUE
S882638	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	FALSE
S882638	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S882638	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N4592326	14.857143	TRUE
S882638	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N8407469	16.571428	FALSE
S882638	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);	O	N8858377	N1078752	16.5	TRUE
S882638	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);	O	N8858377	N4938213	15.166667	FALSE
S890803	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S890803	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S890803	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	TRUE
S890803	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	FALSE
S890803	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S890803	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N8407469	16.571428	TRUE
S890803	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N4592326	14.857143	FALSE
S896860	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S896860	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S896860	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	TRUE
S896860	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	FALSE
S896860	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S896860	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N4938213	15.166667	TRUE
S896860	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N1078752	16.5	FALSE
S896860	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);	O	N5316967	N8407469	16.571428	TRUE
S896860	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);	O	N5316967	N4592326	14.857143	FALSE
S898785	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S898785	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S898785	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	TRUE
S898785	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	FALSE
S898785	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	FALSE
S913185	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S913185	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S913185	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	TRUE
S913185	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	FALSE
S913185	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S913185	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N4938213	15.166667	TRUE
S913185	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N1078752	16.5	FALSE
S913185	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);	O	N5316967	N8407469	16.571428	TRUE
S913185	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);	O	N5316967	N4592326	14.857143	FALSE
S926415	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S926415	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S926415	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	TRUE
S926415	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	FALSE
S926415	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S926415	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N8407469	16.571428	TRUE
S926415	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N4592326	14.857143	FALSE
S932984	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S932984	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S932984	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	TRUE
S932984	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	FALSE
S932984	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S932984	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N4592326	14.857143	TRUE
S932984	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N8407469	16.571428	FALSE
S932984	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);	O	N8858377	N1078752	16.5	TRUE
S932984	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);	O	N8858377	N4938213	15.166667	FALSE
S934665	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S934665	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S934665	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	TRUE
S934665	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	FALSE
S934665	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S934665	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N4592326	14.857143	TRUE
S934665	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N8407469	16.571428	FALSE
S934665	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(6,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);	O	N8858377	N1078752	16.5	TRUE
S934665	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(6,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);	O	N8858377	N4938213	15.166667	FALSE
S94248	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S94248	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S94248	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	TRUE
S94248	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	FALSE
S94248	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S94248	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N4938213	15.166667	TRUE
S94248	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N1078752	16.5	FALSE
S94248	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);	O	N5316967	N8407469	16.571428	TRUE
S94248	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);	O	N5316967	N4592326	14.857143	FALSE
S952115	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S952115	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S952115	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	TRUE
S952115	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	FALSE
S952115	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S952115	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N1078752	16.5	TRUE
S952115	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N4938213	15.166667	FALSE
S97579	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S97579	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S97579	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	TRUE
S97579	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	FALSE
S97579	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	FALSE
S976844	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S976844	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S976844	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	TRUE
S976844	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	FALSE
S976844	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	FALSE
S981207	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S981207	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S981207	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	TRUE
S981207	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	FALSE
S981207	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S981207	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N4938213	15.166667	TRUE
S981207	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N1078752	16.5	FALSE
S981207	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);	O	N5316967	N8407469	16.571428	TRUE
S981207	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);	O	N5316967	N4592326	14.857143	FALSE
S983016	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S983016	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S983016	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	TRUE
S983016	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	FALSE
S983016	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	FALSE
S983809	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S983809	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S983809	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	TRUE
S983809	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	FALSE
S983809	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S983809	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N8407469	16.571428	TRUE
S983809	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N4592326	14.857143	FALSE
S989739	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S989739	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S989739	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	TRUE
S989739	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	FALSE
S989739	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S989739	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N8407469	16.571428	TRUE
S989739	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N4592326	14.857143	FALSE
S990120	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S990120	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S990120	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	TRUE
S990120	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	FALSE
S990120	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S990120	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N4938213	15.166667	TRUE
S990120	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);	O	N8858377	N1078752	16.5	FALSE
S990120	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);	O	N5316967	N8407469	16.571428	TRUE
S990120	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(3,4);p(3,5);p(3,4);p(3,3);p(4,3);p(5,3);	O	N5316967	N4592326	14.857143	FALSE
S994778	labyrinth3	p(0,0);	X	N4818702	N5198829	9.90909	TRUE
S994778	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);	O	N5198829	N8899359	11.058824	TRUE
S994778	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N5316967	13.09091	TRUE
S994778	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N8858377	12.727272	FALSE
S994778	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);	D	N8899359	N7730376	14.545454	FALSE
S994778	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N4592326	14.857143	TRUE
S994778	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);	O	N5316967	N8407469	16.571428	FALSE
S994778	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);	O	N8858377	N1078752	16.5	TRUE
S994778	labyrinth3	p(0,0);p(1,0);p(2,0);p(3,0);p(3,1);p(3,2);p(3,3);p(4,3);p(5,3);p(4,3);p(3,3);p(3,4);p(3,5);	O	N8858377	N4938213	15.166667	FALSE
S11135	garden	p(0,0);	X	N331458	N1963853	10.8076935	TRUE
S11135	garden	p(0,0);p(0,1);p(0,2);	O	N1963853	N5115068	12.578948	TRUE
S11135	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	N5115068	N7850553	15.000001	TRUE
S11135	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	N5115068	N7603509	15.571428	FALSE
S11135	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	N5115068	N4747663	17.714285	FALSE
S11135	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	N7850553	N6320060	18.0	TRUE
S11135	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	N7850553	N4613075	18.400002	FALSE
S11135	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	O	N7603509	N3123108	20.083336	TRUE
S11135	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);	O	N7603509	N2138712	16.916666	FALSE
S11135	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	N4747663	N8246099	20.090908	TRUE
S11135	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	N4747663	N4619086	20.090908	FALSE
S11135	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	N4747663	N1289190	20.454544	FALSE
S11135	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);	D	N4747663	N5433401	21.181818	FALSE
S11135	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	N8246099	N7340845	22.222221	TRUE
S11135	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	N8246099	N7102836	22.222225	FALSE
S11135	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);p(2,3);p(2,2);p(2,1);p(2,0);p(2,1);p(2,2);p(3,2);p(4,2);p(5,2);p(5,3);p(5,4);	O	N8246099	N4984823	23.111113	FALSE
S123177	garden	p(0,0);	X	N331458	N1963853	10.8076935	TRUE
S123177	garden	p(0,0);p(0,1);p(0,2);	O	N1963853	N5115068	12.578948	TRUE
S123177	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	N5115068	N7850553	15.000001	TRUE
S123177	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	N5115068	N7603509	15.571428	FALSE
S123177	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);	D	N5115068	N4747663	17.714285	FALSE
S123177	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	N7850553	N4613075	18.400002	TRUE
S123177	garden	p(0,0);p(0,1);p(0,2);p(1,2);p(2,2);p(2,3);p(2,4);	O	N7850553	N6320060	18.0	FALSE
